Source,Target,Weight,Type
33.0_134.0,34.0_135.0,155.56,Directed
23.0_-109.0,22.0_-110.0,155.56,Directed
23.0_-109.0,22.0_-109.0,110.00,Directed
23.0_-109.0,22.0_-108.0,155.56,Directed
23.0_-109.0,23.0_-110.0,110.00,Directed
23.0_-109.0,23.0_-108.0,110.00,Directed
23.0_-109.0,24.0_-110.0,155.56,Directed
23.0_-109.0,24.0_-109.0,110.00,Directed
6.0_-161.0,5.0_-162.0,155.56,Directed
6.0_-161.0,6.0_-162.0,110.00,Directed
6.0_-161.0,7.0_-162.0,155.56,Directed
6.0_-161.0,7.0_-161.0,110.00,Directed
43.0_154.0,42.0_153.0,155.56,Directed
28.0_131.0,27.0_130.0,155.56,Directed
28.0_131.0,27.0_131.0,110.00,Directed
28.0_131.0,28.0_130.0,110.00,Directed
28.0_131.0,29.0_131.0,110.00,Directed
-13.0_-150.0,-14.0_-150.0,110.00,Directed
-13.0_-150.0,-14.0_-149.0,155.56,Directed
-13.0_-150.0,-12.0_-149.0,155.56,Directed
-18.0_1.0,-17.0_0.0,155.56,Directed
27.0_-75.0,26.0_-76.0,155.56,Directed
27.0_-75.0,26.0_-75.0,110.00,Directed
27.0_-75.0,26.0_-74.0,155.56,Directed
27.0_-75.0,27.0_-76.0,110.00,Directed
27.0_-75.0,27.0_-74.0,110.00,Directed
27.0_-75.0,28.0_-76.0,155.56,Directed
27.0_-75.0,28.0_-75.0,110.00,Directed
27.0_-75.0,28.0_-74.0,155.56,Directed
16.0_-128.0,16.0_-129.0,110.00,Directed
16.0_-128.0,17.0_-129.0,155.56,Directed
12.0_-58.0,11.0_-58.0,110.00,Directed
12.0_-58.0,13.0_-59.0,155.56,Directed
42.0_-144.0,41.0_-144.0,110.00,Directed
42.0_-144.0,42.0_-143.0,110.00,Directed
25.0_-150.0,24.0_-149.0,155.56,Directed
25.0_-150.0,25.0_-151.0,110.00,Directed
25.0_-150.0,26.0_-149.0,155.56,Directed
12.0_-160.0,11.0_-161.0,155.56,Directed
12.0_-160.0,11.0_-160.0,110.00,Directed
12.0_-160.0,11.0_-159.0,155.56,Directed
12.0_-160.0,12.0_-159.0,110.00,Directed
12.0_-160.0,13.0_-161.0,155.56,Directed
12.0_-160.0,13.0_-160.0,110.00,Directed
12.0_-160.0,13.0_-159.0,155.56,Directed
45.0_-87.0,44.0_-88.0,155.56,Directed
45.0_-87.0,44.0_-87.0,110.00,Directed
45.0_-87.0,44.0_-86.0,155.56,Directed
45.0_-87.0,45.0_-88.0,110.00,Directed
45.0_-87.0,45.0_-86.0,110.00,Directed
45.0_-87.0,46.0_-88.0,155.56,Directed
45.0_-87.0,46.0_-86.0,155.56,Directed
24.0_-129.0,23.0_-130.0,155.56,Directed
24.0_-129.0,23.0_-129.0,110.00,Directed
24.0_-129.0,23.0_-128.0,155.56,Directed
24.0_-129.0,24.0_-130.0,110.00,Directed
24.0_-129.0,24.0_-128.0,110.00,Directed
24.0_-129.0,25.0_-130.0,155.56,Directed
24.0_-129.0,25.0_-129.0,110.00,Directed
24.0_-129.0,25.0_-128.0,155.56,Directed
8.0_-145.0,7.0_-146.0,155.56,Directed
8.0_-145.0,7.0_-145.0,110.00,Directed
8.0_-145.0,8.0_-146.0,110.00,Directed
8.0_-145.0,9.0_-146.0,155.56,Directed
-10.0_-156.0,-11.0_-156.0,110.00,Directed
-10.0_-156.0,-10.0_-155.0,110.00,Directed
-10.0_-156.0,-9.0_-157.0,155.56,Directed
-10.0_-156.0,-9.0_-156.0,110.00,Directed
31.0_126.0,30.0_127.0,155.56,Directed
31.0_126.0,31.0_127.0,110.00,Directed
31.0_126.0,32.0_127.0,155.56,Directed
-32.0_-93.0,-32.0_-94.0,110.00,Directed
-32.0_-93.0,-32.0_-92.0,110.00,Directed
33.0_-59.0,32.0_-59.0,110.00,Directed
33.0_-59.0,32.0_-58.0,155.56,Directed
33.0_-59.0,33.0_-60.0,110.00,Directed
33.0_-59.0,33.0_-58.0,110.00,Directed
33.0_-59.0,34.0_-60.0,155.56,Directed
33.0_-59.0,34.0_-59.0,110.00,Directed
33.0_-59.0,34.0_-58.0,155.56,Directed
15.0_-147.0,14.0_-148.0,155.56,Directed
15.0_-147.0,14.0_-146.0,155.56,Directed
15.0_-147.0,15.0_-146.0,110.00,Directed
15.0_-147.0,16.0_-148.0,155.56,Directed
15.0_-147.0,16.0_-147.0,110.00,Directed
15.0_-147.0,16.0_-146.0,155.56,Directed
14.0_-70.0,13.0_-71.0,155.56,Directed
14.0_-70.0,13.0_-70.0,110.00,Directed
14.0_-70.0,13.0_-69.0,155.56,Directed
14.0_-70.0,14.0_-71.0,110.00,Directed
14.0_-70.0,14.0_-69.0,110.00,Directed
14.0_-70.0,15.0_-71.0,155.56,Directed
14.0_-70.0,15.0_-70.0,110.00,Directed
14.0_-70.0,15.0_-69.0,155.56,Directed
51.0_-14.0,50.0_-15.0,155.56,Directed
51.0_-14.0,50.0_-13.0,155.56,Directed
51.0_-14.0,51.0_-13.0,110.00,Directed
51.0_-14.0,52.0_-14.0,110.00,Directed
51.0_-14.0,52.0_-13.0,155.56,Directed
-21.0_98.0,-22.0_98.0,110.00,Directed
35.0_-146.0,34.0_-147.0,155.56,Directed
35.0_-146.0,34.0_-145.0,155.56,Directed
35.0_-146.0,35.0_-147.0,110.00,Directed
35.0_-146.0,36.0_-146.0,110.00,Directed
35.0_-146.0,36.0_-145.0,155.56,Directed
42.0_-63.0,41.0_-64.0,155.56,Directed
42.0_-63.0,41.0_-63.0,110.00,Directed
42.0_-63.0,41.0_-62.0,155.56,Directed
42.0_-63.0,42.0_-64.0,110.00,Directed
42.0_-63.0,42.0_-62.0,110.00,Directed
42.0_-63.0,43.0_-64.0,155.56,Directed
42.0_-63.0,43.0_-63.0,110.00,Directed
42.0_-63.0,43.0_-62.0,155.56,Directed
-43.0_152.0,-42.0_152.0,110.00,Directed
-43.0_152.0,-42.0_153.0,155.56,Directed
56.0_-137.0,56.0_-136.0,110.00,Directed
56.0_-137.0,57.0_-137.0,110.00,Directed
56.0_-137.0,57.0_-136.0,155.56,Directed
3.0_-156.0,2.0_-157.0,155.56,Directed
3.0_-156.0,2.0_-156.0,110.00,Directed
3.0_-156.0,3.0_-157.0,110.00,Directed
3.0_-156.0,4.0_-157.0,155.56,Directed
3.0_-156.0,4.0_-156.0,110.00,Directed
3.0_-156.0,4.0_-155.0,155.56,Directed
7.0_-164.0,6.0_-163.0,155.56,Directed
7.0_-164.0,7.0_-165.0,110.00,Directed
7.0_-164.0,7.0_-163.0,110.00,Directed
7.0_-164.0,8.0_-165.0,155.56,Directed
7.0_-164.0,8.0_-163.0,155.56,Directed
50.0_-132.0,49.0_-131.0,155.56,Directed
50.0_-132.0,50.0_-133.0,110.00,Directed
50.0_-132.0,50.0_-131.0,110.00,Directed
50.0_-132.0,51.0_-133.0,155.56,Directed
50.0_-132.0,51.0_-132.0,110.00,Directed
50.0_-132.0,51.0_-131.0,155.56,Directed
-30.0_-24.0,-31.0_-25.0,155.56,Directed
-30.0_-24.0,-31.0_-23.0,155.56,Directed
-30.0_-24.0,-30.0_-25.0,110.00,Directed
-30.0_-24.0,-29.0_-25.0,155.56,Directed
56.0_-5.0,55.0_-6.0,155.56,Directed
56.0_-5.0,55.0_-5.0,110.00,Directed
56.0_-5.0,56.0_-6.0,110.00,Directed
56.0_-5.0,56.0_-4.0,110.00,Directed
56.0_-5.0,57.0_-6.0,155.56,Directed
56.0_-5.0,57.0_-4.0,155.56,Directed
54.0_-166.0,54.0_-167.0,110.00,Directed
54.0_-166.0,54.0_-165.0,110.00,Directed
54.0_-166.0,55.0_-165.0,155.56,Directed
34.0_-67.0,33.0_-67.0,110.00,Directed
34.0_-67.0,33.0_-66.0,155.56,Directed
34.0_-67.0,34.0_-68.0,110.00,Directed
34.0_-67.0,34.0_-66.0,110.00,Directed
34.0_-67.0,35.0_-68.0,155.56,Directed
34.0_-67.0,35.0_-67.0,110.00,Directed
34.0_-67.0,35.0_-66.0,155.56,Directed
5.0_-127.0,4.0_-128.0,155.56,Directed
5.0_-127.0,4.0_-127.0,110.00,Directed
5.0_-127.0,5.0_-128.0,110.00,Directed
5.0_-127.0,5.0_-126.0,110.00,Directed
19.0_-155.0,18.0_-156.0,155.56,Directed
19.0_-155.0,18.0_-154.0,155.56,Directed
19.0_-155.0,19.0_-156.0,110.00,Directed
19.0_-155.0,20.0_-156.0,155.56,Directed
19.0_-155.0,20.0_-154.0,155.56,Directed
36.0_-149.0,35.0_-148.0,155.56,Directed
36.0_-149.0,36.0_-150.0,110.00,Directed
36.0_-149.0,37.0_-150.0,155.56,Directed
36.0_-149.0,37.0_-149.0,110.00,Directed
43.0_-71.0,42.0_-71.0,110.00,Directed
43.0_-71.0,42.0_-70.0,155.56,Directed
43.0_-71.0,43.0_-70.0,110.00,Directed
43.0_-71.0,44.0_-70.0,155.56,Directed
30.0_-124.0,29.0_-125.0,155.56,Directed
30.0_-124.0,29.0_-124.0,110.00,Directed
30.0_-124.0,29.0_-123.0,155.56,Directed
30.0_-124.0,30.0_-125.0,110.00,Directed
30.0_-124.0,30.0_-123.0,110.00,Directed
30.0_-124.0,31.0_-125.0,155.56,Directed
30.0_-124.0,31.0_-124.0,110.00,Directed
30.0_-124.0,31.0_-123.0,155.56,Directed
29.0_-47.0,29.0_-46.0,110.00,Directed
29.0_-47.0,30.0_-47.0,110.00,Directed
27.0_-147.0,26.0_-148.0,155.56,Directed
27.0_-147.0,28.0_-147.0,110.00,Directed
43.0_141.0,42.0_140.0,155.56,Directed
43.0_141.0,42.0_141.0,110.00,Directed
43.0_141.0,42.0_142.0,155.56,Directed
43.0_141.0,43.0_140.0,110.00,Directed
43.0_141.0,44.0_140.0,155.56,Directed
34.0_137.0,33.0_136.0,155.56,Directed
34.0_137.0,33.0_137.0,110.00,Directed
34.0_137.0,33.0_138.0,155.56,Directed
34.0_137.0,34.0_136.0,110.00,Directed
34.0_137.0,34.0_138.0,110.00,Directed
34.0_137.0,35.0_138.0,155.56,Directed
21.0_-62.0,20.0_-61.0,155.56,Directed
21.0_-62.0,21.0_-61.0,110.00,Directed
21.0_-62.0,22.0_-63.0,155.56,Directed
21.0_-62.0,22.0_-62.0,110.00,Directed
21.0_-62.0,22.0_-61.0,155.56,Directed
17.0_-171.0,16.0_-170.0,155.56,Directed
17.0_-171.0,18.0_-171.0,110.00,Directed
-9.0_89.0,-10.0_88.0,155.56,Directed
-9.0_89.0,-9.0_90.0,110.00,Directed
-9.0_89.0,-8.0_89.0,110.00,Directed
-9.0_89.0,-8.0_90.0,155.56,Directed
-4.0_-157.0,-5.0_-158.0,155.56,Directed
-4.0_-157.0,-5.0_-157.0,110.00,Directed
-4.0_-157.0,-5.0_-156.0,155.56,Directed
-4.0_-157.0,-4.0_-158.0,110.00,Directed
-4.0_-157.0,-4.0_-156.0,110.00,Directed
-4.0_-157.0,-3.0_-158.0,155.56,Directed
-4.0_-157.0,-3.0_-156.0,155.56,Directed
14.0_-144.0,14.0_-145.0,110.00,Directed
14.0_-144.0,14.0_-143.0,110.00,Directed
14.0_-144.0,15.0_-145.0,155.56,Directed
14.0_-144.0,15.0_-144.0,110.00,Directed
-8.0_-121.0,-9.0_-122.0,155.56,Directed
-8.0_-121.0,-8.0_-122.0,110.00,Directed
-8.0_-121.0,-8.0_-120.0,110.00,Directed
42.0_6.0,41.0_5.0,155.56,Directed
42.0_6.0,41.0_7.0,155.56,Directed
42.0_6.0,42.0_5.0,110.00,Directed
42.0_6.0,42.0_7.0,110.00,Directed
42.0_6.0,43.0_5.0,155.56,Directed
42.0_6.0,43.0_6.0,110.00,Directed
42.0_6.0,43.0_7.0,155.56,Directed
28.0_-39.0,27.0_-39.0,110.00,Directed
28.0_-39.0,27.0_-38.0,155.56,Directed
28.0_-39.0,28.0_-38.0,110.00,Directed
28.0_-39.0,29.0_-40.0,155.56,Directed
28.0_-39.0,29.0_-38.0,155.56,Directed
33.0_151.0,34.0_150.0,155.56,Directed
-9.0_-122.0,-8.0_-122.0,110.00,Directed
-9.0_-122.0,-8.0_-121.0,155.56,Directed
-3.0_-141.0,-4.0_-142.0,155.56,Directed
-3.0_-141.0,-4.0_-141.0,110.00,Directed
-3.0_-141.0,-3.0_-142.0,110.00,Directed
-3.0_-141.0,-2.0_-142.0,155.56,Directed
-3.0_-141.0,-2.0_-141.0,110.00,Directed
35.0_-133.0,34.0_-133.0,110.00,Directed
21.0_-75.0,20.0_-75.0,110.00,Directed
21.0_-75.0,20.0_-74.0,155.56,Directed
21.0_-75.0,21.0_-76.0,110.00,Directed
21.0_-75.0,21.0_-74.0,110.00,Directed
21.0_-75.0,22.0_-75.0,110.00,Directed
21.0_-75.0,22.0_-74.0,155.56,Directed
41.0_-150.0,40.0_-151.0,155.56,Directed
41.0_-150.0,40.0_-150.0,110.00,Directed
41.0_-150.0,40.0_-149.0,155.56,Directed
41.0_-150.0,41.0_-151.0,110.00,Directed
41.0_-150.0,41.0_-149.0,110.00,Directed
48.0_-123.0,48.0_-124.0,110.00,Directed
13.0_-62.0,12.0_-63.0,155.56,Directed
13.0_-62.0,12.0_-62.0,110.00,Directed
13.0_-62.0,12.0_-61.0,155.56,Directed
13.0_-62.0,13.0_-63.0,110.00,Directed
13.0_-62.0,13.0_-61.0,110.00,Directed
13.0_-62.0,14.0_-63.0,155.56,Directed
13.0_-62.0,14.0_-62.0,110.00,Directed
13.0_-62.0,14.0_-61.0,155.56,Directed
27.0_127.0,26.0_127.0,110.00,Directed
27.0_127.0,26.0_128.0,155.56,Directed
27.0_127.0,28.0_128.0,155.56,Directed
32.0_-139.0,31.0_-140.0,155.56,Directed
32.0_-139.0,31.0_-138.0,155.56,Directed
32.0_-139.0,32.0_-140.0,110.00,Directed
32.0_-139.0,32.0_-138.0,110.00,Directed
32.0_-139.0,33.0_-140.0,155.56,Directed
32.0_-139.0,33.0_-139.0,110.00,Directed
31.0_-74.0,30.0_-75.0,155.56,Directed
31.0_-74.0,30.0_-74.0,110.00,Directed
31.0_-74.0,30.0_-73.0,155.56,Directed
31.0_-74.0,31.0_-75.0,110.00,Directed
31.0_-74.0,31.0_-73.0,110.00,Directed
31.0_-74.0,32.0_-75.0,155.56,Directed
31.0_-74.0,32.0_-74.0,110.00,Directed
31.0_-74.0,32.0_-73.0,155.56,Directed
14.0_-131.0,13.0_-132.0,155.56,Directed
14.0_-131.0,13.0_-130.0,155.56,Directed
14.0_-131.0,14.0_-130.0,110.00,Directed
14.0_-131.0,15.0_-130.0,155.56,Directed
20.0_119.0,21.0_118.0,155.56,Directed
20.0_119.0,21.0_119.0,110.00,Directed
22.0_-158.0,21.0_-159.0,155.56,Directed
22.0_-158.0,21.0_-158.0,110.00,Directed
22.0_-158.0,21.0_-157.0,155.56,Directed
22.0_-158.0,22.0_-159.0,110.00,Directed
22.0_-158.0,23.0_-159.0,155.56,Directed
22.0_-158.0,23.0_-158.0,110.00,Directed
22.0_-158.0,23.0_-157.0,155.56,Directed
-28.0_-111.0,-28.0_-110.0,110.00,Directed
-28.0_-111.0,-27.0_-112.0,155.56,Directed
13.0_-132.0,12.0_-133.0,155.56,Directed
13.0_-132.0,14.0_-133.0,155.56,Directed
13.0_-132.0,14.0_-131.0,155.56,Directed
39.0_4.0,38.0_5.0,155.56,Directed
39.0_4.0,39.0_3.0,110.00,Directed
39.0_4.0,39.0_5.0,110.00,Directed
39.0_4.0,40.0_3.0,155.56,Directed
39.0_4.0,40.0_5.0,155.56,Directed
8.0_-158.0,7.0_-159.0,155.56,Directed
8.0_-158.0,7.0_-158.0,110.00,Directed
8.0_-158.0,7.0_-157.0,155.56,Directed
8.0_-158.0,8.0_-159.0,110.00,Directed
8.0_-158.0,8.0_-157.0,110.00,Directed
8.0_-158.0,9.0_-159.0,155.56,Directed
8.0_-158.0,9.0_-158.0,110.00,Directed
45.0_-74.0,45.0_-75.0,110.00,Directed
-28.0_109.0,-29.0_109.0,110.00,Directed
-28.0_109.0,-28.0_108.0,110.00,Directed
-28.0_109.0,-27.0_108.0,155.56,Directed
23.0_-65.0,22.0_-66.0,155.56,Directed
23.0_-65.0,22.0_-65.0,110.00,Directed
23.0_-65.0,22.0_-64.0,155.56,Directed
23.0_-65.0,23.0_-66.0,110.00,Directed
23.0_-65.0,24.0_-66.0,155.56,Directed
23.0_-65.0,24.0_-65.0,110.00,Directed
38.0_-64.0,37.0_-65.0,155.56,Directed
38.0_-64.0,37.0_-64.0,110.00,Directed
38.0_-64.0,37.0_-63.0,155.56,Directed
38.0_-64.0,38.0_-65.0,110.00,Directed
38.0_-64.0,38.0_-63.0,110.00,Directed
38.0_-64.0,39.0_-65.0,155.56,Directed
38.0_-64.0,39.0_-64.0,110.00,Directed
38.0_-64.0,39.0_-63.0,155.56,Directed
37.0_-69.0,36.0_-70.0,155.56,Directed
37.0_-69.0,36.0_-69.0,110.00,Directed
37.0_-69.0,36.0_-68.0,155.56,Directed
37.0_-69.0,37.0_-70.0,110.00,Directed
37.0_-69.0,37.0_-68.0,110.00,Directed
37.0_-69.0,38.0_-70.0,155.56,Directed
37.0_-69.0,38.0_-69.0,110.00,Directed
37.0_-69.0,38.0_-68.0,155.56,Directed
25.0_-72.0,24.0_-73.0,155.56,Directed
25.0_-72.0,24.0_-72.0,110.00,Directed
25.0_-72.0,24.0_-71.0,155.56,Directed
25.0_-72.0,25.0_-73.0,110.00,Directed
25.0_-72.0,25.0_-71.0,110.00,Directed
25.0_-72.0,26.0_-73.0,155.56,Directed
25.0_-72.0,26.0_-72.0,110.00,Directed
25.0_-72.0,26.0_-71.0,155.56,Directed
59.0_-3.0,58.0_-4.0,155.56,Directed
59.0_-3.0,58.0_-3.0,110.00,Directed
59.0_-3.0,59.0_-4.0,110.00,Directed
59.0_-3.0,60.0_-4.0,155.56,Directed
59.0_-3.0,60.0_-3.0,110.00,Directed
59.0_-3.0,60.0_-2.0,155.56,Directed
26.0_-166.0,25.0_-165.0,155.56,Directed
26.0_-166.0,26.0_-167.0,110.00,Directed
-5.0_-107.0,-5.0_-108.0,110.00,Directed
-5.0_-107.0,-5.0_-106.0,110.00,Directed
76.0_13.0,75.0_13.0,110.00,Directed
76.0_13.0,76.0_12.0,110.00,Directed
76.0_13.0,76.0_14.0,110.00,Directed
76.0_13.0,77.0_12.0,155.56,Directed
39.0_-154.0,38.0_-155.0,155.56,Directed
39.0_-154.0,39.0_-153.0,110.00,Directed
39.0_-154.0,40.0_-155.0,155.56,Directed
39.0_-154.0,40.0_-153.0,155.56,Directed
38.0_-160.0,37.0_-160.0,110.00,Directed
38.0_-160.0,39.0_-159.0,155.56,Directed
53.0_-17.0,53.0_-18.0,110.00,Directed
53.0_-17.0,53.0_-16.0,110.00,Directed
53.0_-17.0,54.0_-16.0,155.56,Directed
19.0_-111.0,18.0_-112.0,155.56,Directed
19.0_-111.0,18.0_-111.0,110.00,Directed
19.0_-111.0,18.0_-110.0,155.56,Directed
19.0_-111.0,19.0_-110.0,110.00,Directed
19.0_-111.0,20.0_-112.0,155.56,Directed
19.0_-111.0,20.0_-111.0,110.00,Directed
19.0_-111.0,20.0_-110.0,155.56,Directed
16.0_-68.0,15.0_-69.0,155.56,Directed
16.0_-68.0,15.0_-68.0,110.00,Directed
16.0_-68.0,16.0_-69.0,110.00,Directed
16.0_-68.0,16.0_-67.0,110.00,Directed
16.0_-68.0,17.0_-69.0,155.56,Directed
16.0_-68.0,17.0_-68.0,110.00,Directed
16.0_-68.0,17.0_-67.0,155.56,Directed
29.0_-160.0,28.0_-161.0,155.56,Directed
29.0_-160.0,28.0_-160.0,110.00,Directed
29.0_-160.0,29.0_-161.0,110.00,Directed
29.0_-160.0,29.0_-159.0,110.00,Directed
29.0_-160.0,30.0_-161.0,155.56,Directed
29.0_-160.0,30.0_-159.0,155.56,Directed
20.0_-130.0,19.0_-131.0,155.56,Directed
20.0_-130.0,19.0_-130.0,110.00,Directed
20.0_-130.0,21.0_-130.0,110.00,Directed
55.0_-11.0,54.0_-12.0,155.56,Directed
55.0_-11.0,54.0_-11.0,110.00,Directed
55.0_-11.0,54.0_-10.0,155.56,Directed
55.0_-11.0,55.0_-12.0,110.00,Directed
55.0_-11.0,55.0_-10.0,110.00,Directed
55.0_-11.0,56.0_-12.0,155.56,Directed
55.0_-11.0,56.0_-11.0,110.00,Directed
55.0_-11.0,56.0_-10.0,155.56,Directed
29.0_128.0,28.0_128.0,110.00,Directed
29.0_128.0,28.0_129.0,155.56,Directed
29.0_128.0,29.0_127.0,110.00,Directed
29.0_128.0,29.0_129.0,110.00,Directed
29.0_128.0,30.0_127.0,155.56,Directed
29.0_128.0,30.0_128.0,110.00,Directed
29.0_128.0,30.0_129.0,155.56,Directed
31.0_-158.0,30.0_-159.0,155.56,Directed
31.0_-158.0,30.0_-158.0,110.00,Directed
31.0_-158.0,30.0_-157.0,155.56,Directed
31.0_-158.0,31.0_-159.0,110.00,Directed
31.0_-158.0,31.0_-157.0,110.00,Directed
31.0_-158.0,32.0_-159.0,155.56,Directed
31.0_-158.0,32.0_-158.0,110.00,Directed
31.0_-158.0,32.0_-157.0,155.56,Directed
4.0_-124.0,3.0_-125.0,155.56,Directed
4.0_-124.0,3.0_-124.0,110.00,Directed
4.0_-124.0,4.0_-125.0,110.00,Directed
4.0_-124.0,4.0_-123.0,110.00,Directed
4.0_-124.0,5.0_-123.0,155.56,Directed
-14.0_-153.0,-15.0_-153.0,110.00,Directed
-14.0_-153.0,-14.0_-154.0,110.00,Directed
-14.0_-153.0,-14.0_-152.0,110.00,Directed
-14.0_-153.0,-13.0_-154.0,155.56,Directed
-14.0_-153.0,-13.0_-152.0,155.56,Directed
6.0_-87.0,5.0_-88.0,155.56,Directed
6.0_-87.0,5.0_-87.0,110.00,Directed
6.0_-87.0,6.0_-88.0,110.00,Directed
6.0_-87.0,6.0_-86.0,110.00,Directed
6.0_-87.0,7.0_-88.0,155.56,Directed
6.0_-87.0,7.0_-87.0,110.00,Directed
6.0_-87.0,7.0_-86.0,155.56,Directed
35.0_24.0,35.0_23.0,110.00,Directed
35.0_24.0,35.0_25.0,110.00,Directed
35.0_24.0,36.0_23.0,155.56,Directed
35.0_24.0,36.0_25.0,155.56,Directed
3.0_-130.0,2.0_-131.0,155.56,Directed
3.0_-130.0,2.0_-129.0,155.56,Directed
-15.0_-147.0,-16.0_-148.0,155.56,Directed
-15.0_-147.0,-15.0_-148.0,110.00,Directed
-15.0_-147.0,-15.0_-146.0,110.00,Directed
-15.0_-147.0,-14.0_-147.0,110.00,Directed
-15.0_-147.0,-14.0_-146.0,155.56,Directed
18.0_-58.0,17.0_-59.0,155.56,Directed
18.0_-58.0,17.0_-58.0,110.00,Directed
18.0_-58.0,18.0_-59.0,110.00,Directed
18.0_-58.0,19.0_-59.0,155.56,Directed
18.0_-58.0,19.0_-58.0,110.00,Directed
27.0_-62.0,26.0_-62.0,110.00,Directed
27.0_-62.0,26.0_-61.0,155.56,Directed
27.0_-62.0,27.0_-63.0,110.00,Directed
27.0_-62.0,27.0_-61.0,110.00,Directed
27.0_-62.0,28.0_-63.0,155.56,Directed
27.0_-62.0,28.0_-62.0,110.00,Directed
27.0_-62.0,28.0_-61.0,155.56,Directed
-16.0_123.0,-15.0_124.0,155.56,Directed
9.0_-117.0,8.0_-116.0,155.56,Directed
9.0_-117.0,9.0_-116.0,110.00,Directed
9.0_-117.0,10.0_-117.0,110.00,Directed
9.0_-117.0,10.0_-116.0,155.56,Directed
40.0_19.0,39.0_18.0,155.56,Directed
40.0_19.0,39.0_19.0,110.00,Directed
40.0_19.0,39.0_20.0,155.56,Directed
40.0_19.0,40.0_18.0,110.00,Directed
40.0_19.0,41.0_18.0,155.56,Directed
40.0_19.0,41.0_19.0,110.00,Directed
55.0_-165.0,54.0_-166.0,155.56,Directed
55.0_-165.0,54.0_-165.0,110.00,Directed
55.0_-165.0,55.0_-164.0,110.00,Directed
42.0_-131.0,41.0_-132.0,155.56,Directed
42.0_-131.0,42.0_-130.0,110.00,Directed
42.0_-131.0,43.0_-130.0,155.56,Directed
17.0_-105.0,17.0_-106.0,110.00,Directed
17.0_-105.0,18.0_-106.0,155.56,Directed
-10.0_-143.0,-11.0_-144.0,155.56,Directed
-10.0_-143.0,-11.0_-143.0,110.00,Directed
-10.0_-143.0,-11.0_-142.0,155.56,Directed
-10.0_-143.0,-10.0_-142.0,110.00,Directed
-10.0_-143.0,-9.0_-143.0,110.00,Directed
-10.0_-143.0,-9.0_-142.0,155.56,Directed
18.0_-152.0,17.0_-153.0,155.56,Directed
18.0_-152.0,17.0_-152.0,110.00,Directed
18.0_-152.0,17.0_-151.0,155.56,Directed
18.0_-152.0,18.0_-153.0,110.00,Directed
31.0_-61.0,30.0_-62.0,155.56,Directed
31.0_-61.0,30.0_-61.0,110.00,Directed
31.0_-61.0,30.0_-60.0,155.56,Directed
31.0_-61.0,31.0_-62.0,110.00,Directed
31.0_-61.0,31.0_-60.0,110.00,Directed
31.0_-61.0,32.0_-62.0,155.56,Directed
31.0_-61.0,32.0_-61.0,110.00,Directed
11.0_-161.0,10.0_-162.0,155.56,Directed
11.0_-161.0,10.0_-161.0,110.00,Directed
11.0_-161.0,10.0_-160.0,155.56,Directed
11.0_-161.0,11.0_-162.0,110.00,Directed
11.0_-161.0,11.0_-160.0,110.00,Directed
11.0_-161.0,12.0_-162.0,155.56,Directed
11.0_-161.0,12.0_-160.0,155.56,Directed
57.0_-4.0,56.0_-5.0,155.56,Directed
57.0_-4.0,56.0_-4.0,110.00,Directed
57.0_-4.0,56.0_-3.0,155.56,Directed
57.0_-4.0,57.0_-3.0,110.00,Directed
57.0_-4.0,58.0_-5.0,155.56,Directed
57.0_-4.0,58.0_-4.0,110.00,Directed
57.0_-4.0,58.0_-3.0,155.56,Directed
30.0_131.0,29.0_131.0,110.00,Directed
30.0_131.0,30.0_130.0,110.00,Directed
30.0_131.0,31.0_130.0,155.56,Directed
30.0_131.0,31.0_131.0,110.00,Directed
30.0_131.0,31.0_132.0,155.56,Directed
22.0_-57.0,21.0_-58.0,155.56,Directed
22.0_-57.0,21.0_-57.0,110.00,Directed
22.0_-57.0,22.0_-58.0,110.00,Directed
22.0_-57.0,23.0_-58.0,155.56,Directed
22.0_-57.0,23.0_-57.0,110.00,Directed
29.0_-125.0,28.0_-126.0,155.56,Directed
29.0_-125.0,28.0_-125.0,110.00,Directed
29.0_-125.0,28.0_-124.0,155.56,Directed
29.0_-125.0,29.0_-126.0,110.00,Directed
29.0_-125.0,29.0_-124.0,110.00,Directed
29.0_-125.0,30.0_-125.0,110.00,Directed
29.0_-125.0,30.0_-124.0,155.56,Directed
36.0_-123.0,35.0_-124.0,155.56,Directed
36.0_-123.0,35.0_-123.0,110.00,Directed
36.0_-123.0,35.0_-122.0,155.56,Directed
36.0_-123.0,36.0_-124.0,110.00,Directed
36.0_-123.0,36.0_-122.0,110.00,Directed
36.0_-123.0,37.0_-124.0,155.56,Directed
36.0_-123.0,37.0_-123.0,110.00,Directed
30.0_-142.0,30.0_-143.0,110.00,Directed
30.0_-142.0,30.0_-141.0,110.00,Directed
30.0_-142.0,31.0_-141.0,155.56,Directed
4.0_-155.0,3.0_-156.0,155.56,Directed
4.0_-155.0,4.0_-156.0,110.00,Directed
4.0_-155.0,5.0_-156.0,155.56,Directed
4.0_-155.0,5.0_-155.0,110.00,Directed
-7.0_-144.0,-8.0_-143.0,155.56,Directed
-7.0_-144.0,-7.0_-145.0,110.00,Directed
-7.0_-144.0,-7.0_-143.0,110.00,Directed
-7.0_-144.0,-6.0_-145.0,155.56,Directed
46.0_-86.0,45.0_-87.0,155.56,Directed
46.0_-86.0,45.0_-86.0,110.00,Directed
